"pos","count"
336984,20
336985,17
336986,19
336987,19
336988,18
336989,16
336990,14
336991,17
336992,17
336993,20
336994,18
336995,20
336996,16
336997,18
336998,16
336999,14
337000,17
337001,18
337002,16
337003,15
337004,16
337005,16
337006,14
337007,14
337008,14
337009,14
337010,16
337011,14
337012,14
337013,14
337014,14
337015,14
337016,15
337017,12
337018,11
337019,15
337020,13
337021,12
337022,12
337023,13
337024,13
337025,11
337026,11
337027,13
337028,12
337029,12
337030,13
337031,13
337032,10
337033,11
337034,11
337035,11
337036,11
337037,12
337038,12
337039,12
337040,10
337041,9
337042,10
337043,12
337044,11
337045,11
337046,10
337047,11
337048,11
337049,10
337050,11
337051,11
337052,9
337053,9
337054,10
337055,10
337056,11
337057,11
337058,11
337059,10
337060,11
337061,9
337062,10
337063,10
337064,10
337065,9
337066,10
337067,9
337068,9
337069,10
337070,7
337071,9
337072,10
337073,10
337074,10
337075,10
337076,8
337077,9
337078,8
337079,8
337080,7
337081,8
337082,8
337083,7
337084,8
337085,8
337086,7
337087,7
337088,7
337089,7
337090,7
337091,8
337092,8
337093,8
337094,8
337095,8
337096,8
337097,8
337098,8
337099,8
337100,7
337101,8
337102,8
337103,8
337104,8
337105,8
337106,8
337107,8
337108,8
337109,8
337110,8
337111,7
337112,7
337113,6
337114,6
337115,6
337116,6
337117,6
337118,6
337119,6
337120,6
337121,7
337122,6
337123,8
337124,10
337125,9
337126,9
337127,9
337128,9
337129,7
337130,7
337131,7
337132,7
337133,6
337134,7
337135,7
337136,7
337137,7
337138,8
337139,8
337140,9
337141,10
337142,10
337143,10
337144,10
337145,10
337146,10
337147,10
337148,10
337149,9
337150,10
337151,9
337152,9
337153,9
337154,9
337155,9
337156,9
337157,8
337158,9
337159,7
337160,9
337161,8
337162,8
337163,9
337164,7
337165,7
337166,8
337167,8
337168,9
337169,8
337170,11
337171,11
337172,10
337173,10
337174,10
337175,10
337176,11
337177,12
337178,12
337179,12
337180,11
337181,10
337182,11
337183,11
337184,10
337185,10
337186,12
337187,9
337188,12
337189,12
337190,11
337191,13
337192,12
337193,12
337194,12
337195,14
337196,12
337197,12
337198,12
337199,12
337200,11
337201,10
337202,11
337203,11
337204,12
337205,12
337206,13
337207,13
337208,10
337209,14
337210,16
337211,16
337212,13
337213,11
337214,17
337215,16
337216,15
337217,17
337218,15
337219,16
337220,18
337221,17
337222,12
337223,18
337224,19
337225,19
337226,16
337227,16
337228,14
337229,13
337230,14
337231,17
337232,16
337233,20
337234,19
337235,19
337236,18
337237,16
337238,17
337239,13
337240,17
337241,20
337242,18
337243,17
337244,19
337245,16
337246,18
337247,18
337248,19
337249,17
337250,18
337251,18
337252,17
337253,20
337254,19
337255,18
337256,18
337257,16
337258,17
337259,18
337260,20
337261,18
337262,19
337263,19
337264,17
337265,13
337266,15
337267,13
337268,18
337269,18
337270,19
337271,17
337272,18
337273,16
337274,15
337275,15
337276,15
337277,15
337278,15
337279,15
337280,16
337281,17
337282,19
337283,21
337284,19
337285,15
337286,17
337287,17
337288,18
337289,19
337290,18
337291,18
337292,17
337293,17
337294,16
337295,17
337296,17
337297,15
337298,16
337299,16
337300,18
337301,19
337302,15
337303,18
337304,19
337305,16
337306,19
337307,17
337308,16
337309,16
337310,18
337311,14
337312,14
337313,15
337314,17
337315,18
337316,10
337317,14
337318,12
337319,13
337320,12
337321,15
337322,14
337323,11
337324,15
337325,15
337326,16
337327,16
337328,14
337329,12
337330,16
337331,14
337332,16
337333,17
337334,18
337335,14
337336,18
337337,18
337338,16
337339,15
337340,14
337341,15
337342,16
337343,16
337344,17
337345,17
337346,16
337347,17
337348,17
337349,16
337350,16
337351,16
337352,18
337353,20
337354,18
337355,18
337356,20
337357,20
337358,19
337359,18
337360,16
337361,19
337362,18
337363,18
337364,17
337365,20
337366,20
337367,20
337368,15
337369,16
337370,17
337371,18
337372,17
337373,18
337374,19
337375,19
337376,19
337377,18
337378,19
337379,14
337380,20
337381,18
337382,18
337383,18
337384,19
337385,18
337386,19
337387,17
337388,19
337389,19
337390,19
337391,19
337392,18
337393,17
337394,18
337395,18
337396,18
337397,19
337398,19
337399,20
337400,20
337401,20
337402,20
337403,19
337404,20
337405,17
337406,20
337407,17
337408,22
337409,22
337410,24
337411,22
337412,22
337413,21
337414,23
337415,22
337416,23
337417,21
337418,23
337419,21
337420,23
337421,24
337422,24
337423,21
337424,22
337425,19
337426,19
337427,20
337428,15
337429,19
337430,19
337431,19
337432,18
337433,16
337434,16
337435,16
337436,17
337437,16
337438,16
337439,18
337440,18
337441,18
337442,15
337443,18
337444,18
337445,19
337446,18
337447,19
337448,19
337449,18
337450,19
337451,18
337452,17
337453,19
337454,18
337455,17
337456,18
337457,19
337458,16
337459,19
337460,17
337461,18
337462,18
337463,18
337464,19
337465,17
337466,19
337467,19
337468,20
337469,19
337470,18
337471,19
337472,18
337473,18
337474,19
337475,19
337476,22
337477,22
337478,22
337479,22
337480,21
337481,21
337482,20
337483,21
337484,20
337485,21
337486,21
337487,21
337488,22
337489,20
337490,21
337491,20
337492,20
337493,20
337494,21
337495,19
337496,19
337497,19
337498,19
337499,19
337500,20
337501,18
337502,19
337503,19
337504,19
337505,17
337506,20
337507,20
337508,19
337509,20
337510,20
337511,20
337512,20
337513,23
337514,22
337515,23
337516,23
337517,23
337518,22
337519,23
337520,23
337521,23
337522,22
337523,22
337524,22
337525,22
337526,22
337527,22
337528,22
337529,21
337530,21
337531,20
337532,21
337533,19
337534,22
337535,25
337536,26
337537,26
337538,24
337539,25
337540,27
337541,25
337542,27
337543,29
337544,28
337545,26
337546,29
337547,28
337548,29
337549,29
337550,28
337551,28
337552,28
337553,29
337554,28
337555,28
337556,29
337557,28
337558,27
337559,23
337560,23
337561,23
337562,23
337563,23
337564,23
337565,24
337566,24
337567,23
337568,24
337569,24
337570,26
337571,26
337572,26
337573,23
337574,26
337575,26
337576,26
337577,25
337578,24
337579,26
337580,26
337581,24
337582,28
337583,27
337584,28
337585,27
337586,26
337587,28
337588,28
337589,27
337590,25
337591,25
337592,25
337593,26
337594,26
337595,24
337596,25
337597,25
337598,26
337599,25
337600,27
337601,23
337602,27
337603,24
337604,27
337605,26
337606,24
337607,23
337608,26
337609,25
337610,26
337611,26
337612,25
337613,24
337614,25
337615,22
337616,22
337617,24
337618,26
337619,27
337620,27
337621,28
337622,25
337623,25
337624,25
337625,26
337626,28
337627,27
337628,27
337629,25
337630,24
337631,24
337632,27
337633,23
337634,23
337635,26
337636,20
337637,24
337638,27
337639,25
337640,27
337641,27
337642,23
337643,25
337644,27
337645,24
337646,18
337647,25
337648,24
337649,24
337650,28
337651,26
337652,24
337653,25
337654,25
337655,28
337656,25
337657,29
337658,28
337659,27
337660,26
337661,24
337662,26
337663,23
337664,25
337665,24
337666,23
337667,22
337668,26
337669,21
337670,19
337671,23
337672,25
337673,25
337674,21
337675,26
337676,23
337677,24
337678,22
337679,20
337680,25
337681,25
337682,22
337683,26
337684,26
337685,17
337686,15
337687,17
337688,18
337689,19
337690,15
337691,17
337692,15
337693,18
337694,17
337695,15
337696,20
337697,19
337698,18
337699,18
337700,19
337701,17
337702,19
337703,16
337704,18
337705,21
337706,22
337707,19
337708,19
337709,16
337710,20
337711,21
337712,23
337713,19
337714,20
337715,22
337716,20
337717,18
337718,17
337719,20
337720,21
337721,20
337722,19
337723,20
337724,18
337725,18
337726,17
337727,20
337728,19
337729,21
337730,14
337731,17
337732,19
337733,17
337734,19
337735,18
337736,18
337737,14
337738,18
337739,18
337740,19
337741,22
337742,21
337743,24
337744,24
337745,23
337746,25
337747,21
337748,24
337749,26
337750,25
337751,27
337752,26
337753,26
337754,24
337755,26
337756,25
337757,26
337758,27
337759,25
337760,26
337761,25
337762,24
337763,26
337764,24
337765,27
337766,25
337767,22
337768,24
337769,23
337770,23
337771,24
337772,22
337773,22
337774,22
337775,22
337776,21
337777,20
337778,20
337779,21
337780,20
337781,19
337782,19
337783,20
337784,20
337785,20
337786,19
337787,20
337788,18
337789,19
337790,20
337791,20
337792,20
337793,19
337794,18
337795,21
337796,20
337797,21
337798,21
337799,19
337800,21
337801,19
337802,19
337803,19
337804,20
337805,18
337806,19
337807,17
337808,19
337809,18
337810,18
337811,19
337812,17
337813,17
337814,17
337815,19
337816,18
337817,18
337818,17
337819,19
337820,18
337821,18
337822,18
337823,18
337824,18
337825,18
337826,16
337827,16
337828,17
337829,15
337830,14
337831,17
337832,18
337833,17
337834,15
337835,18
337836,17
337837,16
337838,18
337839,16
337840,16
337841,17
337842,17
337843,18
337844,18
337845,18
337846,13
337847,15
337848,12
337849,14
337850,13
337851,14
337852,13
337853,13
337854,11
337855,10
337856,11
337857,9
337858,10
337859,10
337860,11
337861,9
337862,11
337863,13
337864,12
337865,10
337866,11
337867,8
337868,11
337869,10
337870,12
337871,10
337872,10
337873,10
337874,9
337875,11
337876,11
337877,11
337878,12
337879,10
337880,12
337881,10
337882,10
337883,10
337884,10
337885,11
337886,7
337887,13
337888,11
337889,12
337890,10
337891,10
337892,7
337893,8
337894,4
337895,7
337896,10
337897,10
337898,9
337899,8
337900,9
337901,10
337902,8
337903,9
337904,7
337905,9
337906,7
337907,7
337908,6
337909,6
337910,2
337911,5
337912,4
337913,6
337914,6
337915,3
337916,3
337917,4
337918,4
337919,4
337920,4
337921,4
337922,5
337923,4
337924,5
337925,5
337926,4
337927,3
337928,4
337929,3
337930,3
337931,4
337932,5
337933,3
337934,4
337935,5
337936,6
337937,7
337938,5
337939,7
337940,7
337941,7
337942,7
337943,7
337944,7
337945,5
337946,6
337947,6
337948,7
337949,6
337950,6
337951,6
337952,7
337953,7
337954,7
337955,9
337956,8
337957,7
337958,8
337959,10
337960,7
337961,8
337962,9
337963,10
337964,8
337965,8
337966,9
337967,9
337968,10
337969,9
337970,9
337971,9
337972,10
337973,8
337974,8
337975,9
337976,9
337977,10
337978,9
337979,8
337980,9
337981,8
337982,8
337983,6
337984,7
337985,9
337986,8
337987,9
337988,8
337989,8
337990,9
337991,10
337992,9
337993,10
337994,9
337995,8
337996,10
337997,10
337998,8
337999,7
338000,8
338001,8
338002,8
338003,8
338004,8
338005,8
338006,8
338007,9
338008,8
338009,9
338010,9
338011,9
338012,9
338013,8
338014,10
338015,7
338016,7
338017,9
338018,11
338019,11
338020,12
338021,12
338022,9
338023,11
338024,10
338025,11
338026,13
338027,12
338028,11
338029,11
338030,11
338031,13
338032,11
338033,11
338034,14
338035,12
338036,10
338037,13
338038,12
338039,12
338040,14
338041,11
338042,13
338043,12
338044,14
338045,13
338046,12
338047,8
338048,12
338049,11
338050,11
338051,10
338052,10
338053,11
338054,10
338055,10
338056,11
338057,12
338058,11
338059,10
338060,12
338061,11
338062,9
338063,9
338064,9
338065,12
338066,9
338067,12
338068,12
338069,11
338070,10
338071,11
338072,13
338073,12
338074,15
338075,13
338076,14
338077,14
338078,12
338079,13
338080,13
338081,14
338082,13
338083,14
338084,12
338085,13
338086,11
338087,13
338088,14
338089,13
338090,14
338091,14
338092,14
338093,13
338094,15
338095,13
338096,14
338097,14
338098,13
338099,12
338100,13
338101,13
338102,11
338103,12
338104,10
338105,12
338106,13
338107,15
338108,13
338109,13
338110,12
338111,12
338112,12
338113,12
338114,14
338115,14
338116,13
338117,12
338118,14
338119,13
338120,13
338121,15
338122,13
338123,12
338124,12
338125,11
338126,14
338127,14
338128,13
338129,12
338130,13
338131,13
338132,13
338133,12
338134,13
338135,15
338136,14
338137,13
338138,15
338139,14
338140,15
338141,14
338142,15
338143,14
338144,13
338145,14
338146,13
338147,14
338148,13
338149,14
338150,16
338151,14
338152,13
338153,15
338154,15
338155,15
338156,14
338157,14
338158,14
338159,16
338160,16
338161,18
338162,16
338163,15
338164,16
338165,18
338166,15
338167,17
338168,14
338169,15
338170,15
338171,13
338172,14
338173,13
338174,14
338175,11
338176,14
338177,14
338178,13
338179,14
338180,13
338181,12
338182,14
338183,15
338184,13
338185,13
338186,13
338187,12
338188,14
338189,14
338190,15
338191,13
338192,13
338193,13
338194,14
338195,14
338196,12
338197,11
338198,13
338199,13
338200,13
338201,14
338202,13
338203,15
338204,14
338205,13
338206,15
338207,14
338208,14
338209,13
338210,15
338211,14
338212,16
338213,16
338214,16
338215,15
338216,16
338217,16
338218,16
338219,14
338220,14
338221,15
338222,15
338223,15
338224,15
338225,15
338226,15
338227,14
338228,15
338229,15
338230,15
338231,15
338232,17
338233,13
338234,16
338235,17
338236,16
338237,17
338238,18
338239,17
338240,19
338241,19
338242,14
338243,19
338244,18
338245,18
338246,14
338247,18
338248,17
338249,13
338250,18
338251,20
338252,20
338253,18
338254,18
338255,17
338256,16
338257,17
338258,17
338259,13
338260,16
338261,16
338262,16
338263,17
338264,17
338265,17
338266,16
338267,17
338268,17
338269,14
338270,15
338271,12
338272,15
338273,14
338274,14
338275,15
338276,14
338277,16
338278,16
338279,15
338280,16
338281,15
338282,13
338283,15
338284,14
338285,13
338286,13
338287,13
338288,13
338289,15
338290,15
338291,15
338292,15
338293,15
338294,12
338295,14
338296,13
338297,12
338298,12
338299,15
338300,12
338301,13
338302,15
338303,15
338304,14
338305,12
338306,16
338307,14
338308,14
338309,13
338310,14
338311,13
338312,13
338313,14
338314,11
338315,9
338316,12
338317,13
338318,14
338319,13
338320,12
338321,12
338322,13
338323,13
338324,12
338325,13
338326,12
338327,12
338328,13
338329,12
338330,12
338331,13
338332,13
338333,9
338334,10
338335,7
338336,8
338337,10
338338,9
338339,10
338340,11
338341,11
338342,9
338343,9
338344,11
338345,9
338346,11
338347,12
338348,11
338349,11
338350,11
338351,10
338352,8
338353,9
338354,11
338355,9
338356,9
338357,9
338358,11
338359,7
338360,8
338361,7
338362,9
338363,7
338364,7
338365,10
338366,8
338367,9
338368,10
338369,9
338370,9
338371,10
338372,11
338373,10
338374,10
338375,8
338376,8
338377,10
338378,11
338379,9
338380,9
338381,10
338382,13
338383,13
338384,12
338385,11
338386,13
338387,9
338388,9
338389,11
338390,10
338391,10
338392,11
338393,10
338394,11
338395,11
338396,8
338397,10
338398,11
338399,10
338400,9
338401,8
338402,8
338403,8
338404,10
338405,9
338406,10
338407,10
338408,8
338409,8
338410,8
338411,10
338412,9
338413,11
338414,10
338415,10
338416,10
338417,9
338418,11
338419,11
338420,9
338421,9
338422,10
338423,9
338424,8
338425,9
338426,7
338427,8
338428,9
338429,7
338430,8
338431,7
338432,6
338433,9
338434,7
338435,6
338436,8
338437,9
338438,7
338439,8
338440,8
338441,7
338442,8
338443,8
338444,7
338445,6
338446,6
338447,8
338448,7
338449,7
338450,6
338451,6
338452,7
338453,6
338454,7
338455,6
338456,5
338457,5
338458,8
338459,4
338460,6
338461,7
338462,8
338463,6
338464,8
338465,7
338466,4
338467,7
338468,5
338469,7
338470,6
338471,7
338472,6
338473,8
338474,6
338475,7
338476,7
338477,7
338478,6
338479,7
338480,8
338481,8
338482,8
338483,7
338484,6
338485,7
338486,6
338487,8
338488,5
338489,8
338490,7
338491,8
338492,5
338493,7
338494,7
338495,6
338496,6
338497,7
338498,7
338499,9
338500,9
338501,5
338502,6
338503,9
338504,8
338505,8
338506,8
338507,7
338508,6
338509,8
338510,7
338511,5
338512,8
338513,6
338514,3
338515,7
338516,7
338517,7
338518,7
338519,7
338520,3
338521,6
338522,7
338523,4
338524,7
338525,4
338526,1
338527,2
338528,4
338529,4
338530,3
338531,4
338532,2
338533,3
338534,3
338535,3
338536,1
338537,2
338538,3
338539,3
338540,3
338541,3
338542,3
338543,2
338544,2
338545,3
338546,2
338547,3
338548,3
338549,3
338550,2
338551,2
338552,4
338553,5
338554,6
338555,6
338556,4
338557,6
338558,4
338559,5
338560,5
338561,3
338562,6
338563,5
338564,4
338565,5
338566,5
338567,5
338568,4
338569,5
338570,5
338571,5
338572,5
338573,5
338574,4
338575,4
338576,5
338577,5
338578,5
338579,5
338580,4
338581,4
338582,5
338583,5
338584,5
338585,5
338586,5
338587,3
338588,3
338589,5
338590,2
338591,5
338592,3
338593,5
338594,6
338595,5
338596,5
338597,5
338598,5
338599,5
338600,7
338601,5
338602,5
338603,7
338604,7
338605,7
338606,7
338607,7
338608,7
338609,4
338610,4
338611,6
338612,7
338613,7
338614,5
338615,7
338616,6
338617,7
338618,8
338619,9
338620,8
338621,7
338622,9
338623,9
338624,9
338625,9
338626,8
338627,9
338628,9
338629,7
338630,8
338631,9
338632,7
338633,8
338634,8
338635,6
338636,8
338637,9
338638,8
338639,9
338640,9
338641,7
338642,8
338643,8
338644,11
338645,11
338646,11
338647,11
338648,9
338649,9
338650,11
338651,10
338652,11
338653,12
338654,12
338655,12
338656,12
338657,11
338658,12
338659,11
338660,11
338661,12
338662,11
338663,12
338664,12
338665,10
338666,12
338667,11
338668,11
338669,13
338670,12
338671,12
338672,12
338673,13
338674,12
338675,13
338676,13
338677,12
338678,13
338679,13
338680,12
338681,15
338682,14
338683,12
338684,15
338685,15
338686,14
338687,15
338688,16
338689,14
338690,15
338691,17
338692,16
338693,17
338694,17
338695,15
338696,16
338697,17
338698,17
338699,16
338700,15
338701,15
338702,15
338703,15
338704,16
338705,14
338706,14
338707,12
338708,12
338709,15
338710,15
338711,15
338712,14
338713,15
338714,15
338715,15
338716,15
338717,15
338718,14
338719,16
338720,16
338721,15
338722,15
338723,15
338724,16
338725,16
338726,16
338727,17
338728,18
338729,17
338730,17
338731,17
338732,18
338733,17
338734,17
338735,18
338736,16
338737,17
338738,17
338739,18
338740,16
338741,17
338742,16
338743,18
338744,17
338745,17
338746,17
338747,17
338748,16
338749,18
338750,18
338751,18
338752,16
338753,14
338754,15
338755,19
338756,17
338757,20
338758,19
338759,19
338760,19
338761,20
338762,24
338763,22
338764,25
338765,24
338766,24
338767,25
338768,24
338769,24
338770,23
338771,23
338772,23
338773,23
338774,23
338775,24
338776,25
338777,21
338778,20
338779,24
338780,23
338781,23
338782,25
338783,24
338784,24
338785,27
338786,22
338787,25
338788,26
338789,26
338790,26
338791,27
338792,26
338793,25
338794,25
338795,23
338796,24
338797,26
338798,26
338799,25
338800,23
338801,24
338802,23
338803,24
338804,23
338805,24
338806,23
338807,27
338808,26
338809,27
338810,24
338811,27
338812,27
338813,27
338814,25
338815,27
338816,25
338817,26
338818,28
338819,28
338820,26
338821,27
338822,29
338823,28
338824,29
338825,28
338826,29
338827,29
338828,25
338829,27
338830,27
338831,25
338832,25
338833,27
338834,27
338835,27
338836,27
338837,24
338838,24
338839,27
338840,27
338841,27
338842,27
338843,25
338844,27
338845,27
338846,26
338847,27
338848,27
338849,27
338850,26
338851,26
338852,26
338853,26
338854,26
338855,27
338856,27
338857,27
338858,27
338859,27
338860,27
338861,27
338862,26
338863,27
338864,26
338865,27
338866,26
338867,27
338868,27
338869,26
338870,26
338871,26
338872,24
338873,24
338874,24
338875,24
338876,24
338877,24
338878,24
338879,27
338880,26
338881,27
338882,28
338883,28
338884,28
338885,28
338886,27
338887,29
338888,27
338889,29
338890,29
338891,29
338892,28
338893,31
338894,31
338895,29
338896,30
338897,31
338898,29
338899,33
338900,33
338901,30
338902,32
338903,29
338904,33
338905,32
338906,33
338907,32
338908,31
338909,32
338910,34
338911,29
338912,28
338913,30
338914,30
338915,28
338916,29
338917,27
338918,29
338919,29
338920,28
338921,29
338922,29
338923,28
338924,29
338925,27
338926,27
338927,27
338928,27
338929,27
338930,27
338931,26
338932,26
338933,26
338934,26
338935,26
338936,24
338937,24
338938,24
338939,24
338940,24
338941,24
338942,23
338943,25
338944,26
338945,26
338946,27
338947,29
338948,33
338949,33
338950,32
338951,32
338952,31
338953,32
338954,36
338955,34
338956,32
338957,31
338958,33
338959,31
338960,31
338961,33
338962,33
338963,31
338964,33
338965,32
338966,33
338967,32
338968,32
338969,31
338970,31
338971,32
338972,32
338973,33
338974,32
338975,33
338976,31
338977,32
338978,34
338979,34
338980,33
338981,33
338982,33
338983,32
338984,32
338985,33
338986,34
338987,31
338988,34
338989,32
338990,31
338991,31
338992,31
338993,32
338994,29
338995,31
338996,30
338997,29
338998,29
338999,29
339000,30
339001,29
339002,30
339003,30
339004,30
339005,29
339006,31
339007,29
339008,31
339009,30
339010,30
339011,32
339012,31
339013,36
339014,35
339015,36
339016,36
339017,36
339018,38
339019,38
339020,37
339021,43
339022,40
339023,44
339024,42
339025,42
339026,45
339027,40
339028,45
339029,45
339030,44
339031,46
339032,43
339033,40
339034,45
339035,45
339036,44
339037,44
339038,44
339039,42
339040,44
339041,43
339042,44
339043,43
339044,43
339045,41
339046,42
339047,43
339048,43
339049,43
339050,37
339051,41
339052,42
339053,43
339054,41
339055,41
339056,41
339057,40
339058,41
339059,39
339060,40
339061,39
339062,38
339063,35
339064,40
339065,40
339066,40
339067,39
339068,40
339069,40
339070,42
339071,41
339072,42
339073,42
339074,42
339075,42
339076,42
339077,43
339078,42
339079,43
339080,42
339081,44
339082,43
339083,43
339084,42
339085,42
339086,42
339087,44
339088,44
339089,43
339090,40
339091,41
339092,43
339093,40
339094,41
339095,42
339096,34
339097,33
339098,33
339099,34
339100,34
339101,37
339102,35
339103,37
339104,33
339105,34
339106,35
339107,35
339108,35
339109,34
339110,32
339111,35
339112,32
339113,34
339114,35
339115,35
339116,35
339117,35
339118,34
339119,35
339120,33
339121,33
339122,31
339123,31
339124,33
339125,32
339126,33
339127,33
339128,30
339129,29
339130,32
339131,31
339132,30
339133,32
339134,31
339135,31
