fig|1773.30303.peg.2126	UniRef90_A0A3P3ZTJ7	83.146	267	45	0	4	270	30	296	1.41e-154	441
fig|1773.30303.peg.2147	UniRef90_G0TLX1	99.713	348	1	0	1	348	1	348	0.0	706
fig|1773.30303.peg.2147	UniRef90_A0A1X1Y7E1	86.494	348	47	0	1	348	1	348	0.0	622
fig|1773.30303.peg.2147	UniRef90_A0A1X2LPC3	89.943	348	35	0	1	348	1	348	0.0	622
fig|1773.30303.peg.2147	UniRef90_A0A1A3NRN1	84.483	348	54	0	1	348	1	348	0.0	617
fig|1773.30303.peg.2147	UniRef90_A0A1A0LZY1	86.087	345	48	0	1	345	1	345	0.0	612
fig|1773.30303.peg.2149	UniRef90_Q7TZ67	99.584	481	2	0	1	481	1	481	0.0	939
fig|1773.30303.peg.2149	UniRef90_A0A653EDR6	81.562	461	85	0	21	481	1	461	0.0	740
fig|1773.30303.peg.2149	UniRef90_A0A1X1Y7C6	79.694	458	93	0	21	478	1	458	0.0	724
fig|1773.30303.peg.2149	UniRef90_A0A0H3MRM7	77.056	462	106	0	8	469	106	567	0.0	704
fig|1773.30303.peg.2149	UniRef90_A0A1X2E5S8	78.808	453	96	0	21	473	1	453	0.0	699
fig|1773.30303.peg.2210	UniRef90_A0A0H3LBB9	100.000	78	0	0	1	78	1	78	6.13e-49	157
fig|1773.30303.peg.2210	UniRef90_UPI001868AEF7	98.718	78	1	0	1	78	1	78	4.78e-48	155
fig|1773.30303.peg.2210	UniRef90_UPI001F43F311	98.649	74	1	0	1	74	1	74	1.68e-44	147
fig|1773.30303.peg.2210	UniRef90_UPI000459F56C	98.361	61	1	0	18	78	1	61	1.84e-35	123
fig|1773.30303.peg.2210	UniRef90_UPI0013E8EF48	98.000	50	1	0	1	50	1	50	3.22e-25	97.4
fig|1773.30303.peg.2270	UniRef90_P9WLL2	100.000	54	0	0	1	54	30	83	4.55e-28	104
fig|1773.30303.peg.2270	UniRef90_L7V7P2	64.444	45	16	0	1	45	44	88	3.00e-10	59.7
fig|1773.30303.peg.2270	UniRef90_A0A0D0UWY8	33.333	54	34	1	1	54	277	328	4.6	34.7
fig|1773.30303.peg.2270	UniRef90_A0A7V2UZ06	32.075	53	34	1	2	52	150	202	5.5	34.3
fig|1773.30303.peg.2270	UniRef90_A0A6L3ZFN4	30.769	52	36	0	1	52	95	146	6.4	33.9
fig|1773.30303.peg.245	UniRef90_P9WKB6	99.574	469	2	0	1	469	1	469	0.0	953
fig|1773.30303.peg.245	UniRef90_A0A1X2LXX8	89.552	469	49	0	1	469	1	469	0.0	874
fig|1773.30303.peg.245	UniRef90_A0A7I7NQ69	85.928	469	66	0	1	469	2	470	0.0	846
fig|1773.30303.peg.245	UniRef90_A0A163X2U3	85.714	469	67	0	1	469	1	469	0.0	840
fig|1773.30303.peg.245	UniRef90_A0A975JV70	85.501	469	68	0	1	469	1	469	0.0	839
fig|1773.30303.peg.2569	UniRef90_P9WIB4	99.615	520	2	0	1	520	1	520	0.0	1058
fig|1773.30303.peg.2569	UniRef90_A0A653EUR0	89.038	520	57	0	1	520	1	520	0.0	939
fig|1773.30303.peg.2569	UniRef90_A0A7I7MMB6	88.269	520	61	0	1	520	1	520	0.0	930
fig|1773.30303.peg.2569	UniRef90_UPI0009873089	88.454	511	57	1	9	519	1	509	0.0	909
fig|1773.30303.peg.2569	UniRef90_A0A2Z5YIG2	86.127	519	72	0	1	519	1	519	0.0	906
fig|1773.30303.peg.2715	UniRef90_A0A072S9G9	100.000	168	0	0	1	168	1	168	1.34e-116	336
fig|1773.30303.peg.2715	UniRef90_R4M848	97.516	161	4	0	8	168	1	161	4.46e-107	311
fig|1773.30303.peg.2715	UniRef90_UPI0005DDD4F1	92.262	168	0	1	1	168	1	155	6.16e-104	303
fig|1773.30303.peg.2715	UniRef90_A0A1X2LX05	87.135	171	19	1	1	168	1	171	2.62e-97	287
fig|1773.30303.peg.2715	UniRef90_UPI00069646F4	100.000	133	0	0	1	133	1	133	1.35e-91	271
fig|1773.30303.peg.3065	UniRef90_UPI001F3D7197	100.000	294	0	0	1	294	92	385	0.0	604
fig|1773.30303.peg.3065	UniRef90_UPI0009B9197F	99.660	294	1	0	1	294	3	296	0.0	600
fig|1773.30303.peg.3065	UniRef90_A0A0H4B978	99.660	294	1	0	1	294	35	328	0.0	600
fig|1773.30303.peg.3065	UniRef90_A5U601	99.320	294	2	0	1	294	1	294	0.0	600
fig|1773.30303.peg.3065	UniRef90_A0A120J3H3	100.000	291	0	0	4	294	2	292	0.0	597
fig|1773.30303.peg.3181	UniRef90_A0A654ZK82	80.000	45	1	1	1	37	202	246	3.21e-11	64.3
fig|1773.30303.peg.3181	UniRef90_A0A655IAQ5	100.000	30	0	0	1	30	145	174	3.90e-10	61.2
fig|1773.30303.peg.3181	UniRef90_S4Z5C4	75.676	37	9	0	1	37	1	37	8.26e-10	56.2
fig|1773.30303.peg.3181	UniRef90_UPI001EFDDD8B	71.429	35	10	0	1	35	19	53	1.53e-05	48.9
fig|1773.30303.peg.3181	UniRef90_A0A1Q4HZG9	70.588	34	10	0	1	34	40	73	2.78e-05	45.8
fig|1773.30303.peg.3283	UniRef90_A0A9Q7HD31	100.000	39	0	0	1	39	29	67	6.69e-17	75.1
fig|1773.30303.peg.3283	UniRef90_A0A7U8TTR1	100.000	39	0	0	1	39	56	94	2.70e-16	74.3
fig|1773.30303.peg.3283	UniRef90_A0A0T5Y0A5	97.436	39	1	0	1	39	1	39	3.95e-16	72.4
fig|1773.30303.peg.3283	UniRef90_UPI0023EF3A8E	97.436	39	1	0	1	39	10	48	6.37e-15	69.7
fig|1773.30303.peg.3283	UniRef90_A0A7I7NIQ8	69.697	33	10	0	7	39	16	48	5.12e-05	46.2
fig|1773.30303.peg.3289	UniRef90_Q6MX18	100.000	97	0	0	1	97	1	97	1.43e-59	186
fig|1773.30303.peg.3289	UniRef90_A0A2U3P5L8	83.505	97	16	0	1	97	1	97	7.77e-50	161
fig|1773.30303.peg.3289	UniRef90_A0A498PS26	90.722	97	9	0	1	97	1	97	2.02e-49	160
fig|1773.30303.peg.3289	UniRef90_A0A1S1MFW8	81.443	97	18	0	1	97	1	97	1.05e-47	156
fig|1773.30303.peg.3289	UniRef90_A0A7Z7IRR3	87.629	97	12	0	1	97	1	97	1.70e-47	155
fig|1773.30303.peg.3431	UniRef90_R4M6F4	98.158	380	7	0	1	380	1	380	0.0	767
fig|1773.30303.peg.3431	UniRef90_A0A2I7WC66	95.789	380	16	0	1	380	1	380	0.0	748
fig|1773.30303.peg.3431	UniRef90_B2HGE5	91.848	368	30	0	13	380	5	372	0.0	712
fig|1773.30303.peg.3431	UniRef90_UPI000E3F5B6E	91.033	368	33	0	13	380	5	372	0.0	706
fig|1773.30303.peg.3431	UniRef90_A0A3E1HKF8	90.489	368	35	0	13	380	5	372	0.0	705
fig|1773.30303.peg.3434	UniRef90_P9WIV9	97.358	492	9	1	1	492	1	488	0.0	950
fig|1773.30303.peg.3434	UniRef90_UPI00069894A5	97.363	493	9	1	1	493	1	489	0.0	949
fig|1773.30303.peg.3434	UniRef90_A0A1X1Y210	91.195	477	41	1	1	476	1	477	0.0	891
fig|1773.30303.peg.3434	UniRef90_A0A7I7MSC1	88.618	492	49	2	1	492	1	485	0.0	883
fig|1773.30303.peg.3434	UniRef90_X7YFR8	87.398	492	55	2	1	492	1	485	0.0	875
fig|1773.30303.peg.3435	UniRef90_A0A7U8TRA0	100.000	99	0	0	1	99	98	196	1.89e-62	197
fig|1773.30303.peg.3435	UniRef90_A0A655JS37	100.000	99	0	0	1	99	143	241	3.27e-62	198
fig|1773.30303.peg.3435	UniRef90_R4MI60	100.000	94	0	0	6	99	1	94	1.51e-59	186
fig|1773.30303.peg.3435	UniRef90_P9WIV9	100.000	99	0	0	1	99	708	806	2.73e-57	197
fig|1773.30303.peg.3435	UniRef90_A0A1X2M0X8	91.919	99	8	0	1	99	705	803	2.01e-52	184
fig|1773.30303.peg.3436	UniRef90_P65562	100.000	410	0	0	1	410	1	410	0.0	812
fig|1773.30303.peg.3436	UniRef90_A0A1X1Y1R5	88.702	416	39	3	1	410	1	414	0.0	725
fig|1773.30303.peg.3436	UniRef90_A0A653EFQ6	87.952	415	43	2	1	408	11	425	0.0	723
fig|1773.30303.peg.3436	UniRef90_A0A1X2M0R6	87.028	424	41	2	1	410	3	426	0.0	718
fig|1773.30303.peg.3436	UniRef90_A0PR45	86.085	424	45	3	1	410	1	424	0.0	715
fig|1773.30303.peg.3437	UniRef90_A5U7G9	99.526	211	1	0	1	211	1	211	1.95e-152	430
fig|1773.30303.peg.3437	UniRef90_A0A1X2M1Z9	89.305	187	17	1	25	211	5	188	1.01e-119	346
fig|1773.30303.peg.3437	UniRef90_B2HGE0	89.560	182	16	1	30	211	3	181	5.06e-117	339
fig|1773.30303.peg.3437	UniRef90_UPI00099CC30A	99.390	164	1	0	1	164	1	164	1.43e-116	337
fig|1773.30303.peg.3437	UniRef90_A0A1A0M446	89.773	176	18	0	30	205	3	178	1.14e-115	336
fig|1773.30303.peg.3438	UniRef90_G0THC6	99.618	262	1	0	1	262	1	262	0.0	512
fig|1773.30303.peg.3438	UniRef90_L7V4Q2	88.845	251	28	0	5	255	9	259	4.51e-158	448
fig|1773.30303.peg.3438	UniRef90_A0A7I7MQV1	87.843	255	31	0	1	255	1	255	9.69e-158	447
fig|1773.30303.peg.3438	UniRef90_A0A1X1Y241	87.891	256	31	0	1	256	1	256	8.68e-156	442
fig|1773.30303.peg.3438	UniRef90_A0A1X2M171	89.313	262	28	0	1	262	1	262	9.92e-156	442
fig|1773.30303.peg.3439	UniRef90_P65566	100.000	99	0	0	1	99	1	99	3.33e-64	198
fig|1773.30303.peg.3439	UniRef90_A0A1A3C3G6	94.949	99	5	0	1	99	1	99	5.45e-61	190
fig|1773.30303.peg.3439	UniRef90_A0A1X1YGB5	91.919	99	8	0	1	99	1	99	3.17e-59	185
fig|1773.30303.peg.3439	UniRef90_A0A5A7WU58	90.816	98	9	0	1	98	1	98	7.09e-57	179
fig|1773.30303.peg.3439	UniRef90_UPI00073E9AAB	86.735	98	13	0	1	98	1	98	4.20e-56	177
fig|1773.30303.peg.3440	UniRef90_P9WIW0	99.842	633	1	0	1	633	1	633	0.0	1245
fig|1773.30303.peg.3440	UniRef90_A0A1X1Y1Z7	89.793	627	64	0	7	633	2	628	0.0	1064
fig|1773.30303.peg.3440	UniRef90_A0A7I9YKC6	86.907	611	79	1	7	616	2	612	0.0	1057
fig|1773.30303.peg.3440	UniRef90_A0A1Z4EEY3	86.943	628	81	1	7	633	2	629	0.0	1051
fig|1773.30303.peg.3440	UniRef90_A0A1R0VI69	89.857	631	64	0	3	633	3	633	0.0	1050
fig|1773.30303.peg.3441	UniRef90_P9WIW4	99.819	553	1	0	2	554	1	553	0.0	1091
fig|1773.30303.peg.3441	UniRef90_A0A498QQB9	87.612	557	52	6	2	553	1	545	0.0	925
fig|1773.30303.peg.3441	UniRef90_A0A0I9YH15	83.304	569	73	4	5	553	1	567	0.0	895
fig|1773.30303.peg.3441	UniRef90_A0A7Z7II35	84.629	553	55	4	2	553	1	524	0.0	890
fig|1773.30303.peg.3441	UniRef90_A0A1R0VIN9	83.633	556	61	2	2	553	6	535	0.0	884
fig|1773.30303.peg.3442	UniRef90_P0A5M1	100.000	531	0	0	1	531	1	531	0.0	1038
fig|1773.30303.peg.3442	UniRef90_A0A1X2M0W5	88.512	531	53	3	1	531	1	523	0.0	910
fig|1773.30303.peg.3442	UniRef90_A0A975JY09	86.629	531	67	2	1	531	1	527	0.0	887
fig|1773.30303.peg.3442	UniRef90_A0A498PUI1	83.992	531	82	1	1	531	1	528	0.0	865
fig|1773.30303.peg.3442	UniRef90_A0A1A3IQB9	83.427	531	83	3	1	531	1	526	0.0	857
fig|1773.30303.peg.3443	UniRef90_A0A397VCI2	53.846	26	9	1	10	32	426	451	3.7	33.9
fig|1773.30303.peg.3443	UniRef90_I1IYU2	54.167	24	11	0	7	30	722	745	6.3	33.5
fig|1773.30303.peg.3444	UniRef90_G0THD2	99.559	681	3	0	1	681	1	681	0.0	1248
fig|1773.30303.peg.3444	UniRef90_UPI0010A61F32	99.633	545	2	0	137	681	1	545	0.0	967
fig|1773.30303.peg.3444	UniRef90_UPI00070EC067	90.577	520	30	4	178	681	22	538	0.0	669
fig|1773.30303.peg.3444	UniRef90_UPI00070EC067	100.000	80	0	0	49	128	1	80	1.10e-31	140
fig|1773.30303.peg.3444	UniRef90_A0A975JWN8	75.748	635	137	5	49	681	1	620	0.0	667
fig|1773.30303.peg.3444	UniRef90_A0A1X2M0P1	79.343	639	126	2	49	681	1	639	0.0	662
fig|1773.30303.peg.3445	UniRef90_A0A655JJ03	98.113	212	3	1	1	212	1	211	1.93e-141	403
fig|1773.30303.peg.3445	UniRef90_A0A655IYK2	98.469	196	3	0	1	196	1	196	2.64e-130	377
fig|1773.30303.peg.3445	UniRef90_A0A2I7WBR9	90.566	212	20	0	1	212	1	212	2.19e-128	370
fig|1773.30303.peg.3445	UniRef90_A0A7Z7N944	87.736	212	26	0	1	212	7	218	4.52e-128	369
fig|1773.30303.peg.3445	UniRef90_A0A975JX36	82.667	225	33	1	1	219	1	225	1.50e-124	360
fig|1773.30303.peg.3446	UniRef90_A0A655A8J5	100.000	56	0	0	1	56	69	124	5.98e-33	118
fig|1773.30303.peg.3446	UniRef90_R4M6G3	100.000	56	0	0	1	56	139	194	1.00e-31	117
fig|1773.30303.peg.3446	UniRef90_A0A0E7SV19	100.000	56	0	0	1	56	330	385	8.81e-30	116
fig|1773.30303.peg.3446	UniRef90_A0A2I7WBR7	98.214	56	1	0	1	56	496	551	5.52e-28	113
fig|1773.30303.peg.3446	UniRef90_A0A1X2M0N6	88.679	53	6	0	2	54	328	380	3.26e-21	93.6
fig|1773.30303.peg.3447	UniRef90_A0A2I7WBR7	99.042	313	3	0	1	313	167	479	0.0	646
fig|1773.30303.peg.3447	UniRef90_A0A0E7SV19	99.681	313	1	0	1	313	1	313	0.0	645
fig|1773.30303.peg.3447	UniRef90_UPI001F247648	99.291	282	2	0	4	285	1	282	0.0	584
fig|1773.30303.peg.3447	UniRef90_A0A7Z7N970	86.774	310	41	0	4	313	16	325	0.0	562
fig|1773.30303.peg.3447	UniRef90_A0A7I7MQG7	83.871	310	50	0	4	313	1	310	0.0	542
fig|1773.30303.peg.3448	UniRef90_A0A045IB55	100.000	145	0	0	1	145	1	145	2.85e-90	267
fig|1773.30303.peg.3448	UniRef90_A0A1X2M0W2	77.703	148	29	1	1	144	1	148	3.48e-58	186
fig|1773.30303.peg.3448	UniRef90_A0A655AVD1	98.980	98	1	0	48	145	1	98	7.20e-58	184
fig|1773.30303.peg.3448	UniRef90_A0A1A3KVU6	69.784	139	41	1	6	143	4	142	1.58e-54	177
fig|1773.30303.peg.3448	UniRef90_A0A0I9TUP1	69.388	147	41	1	1	143	1	147	3.78e-54	176
fig|1773.30303.peg.3449	UniRef90_A0A806JPH3	99.291	423	3	0	1	423	1	423	0.0	831
fig|1773.30303.peg.3449	UniRef90_A0A1X2M0X0	90.196	408	40	0	1	408	1	408	0.0	740
fig|1773.30303.peg.3449	UniRef90_A0A7Z7N9K2	84.767	407	62	0	1	407	1	407	0.0	691
fig|1773.30303.peg.3449	UniRef90_A0A975JW11	82.367	414	73	0	1	414	1	414	0.0	687
fig|1773.30303.peg.3449	UniRef90_A0A1A3MXT7	78.657	417	89	0	1	417	1	417	0.0	681
fig|1773.30303.peg.3450	UniRef90_A0A045GRA4	100.000	320	0	0	1	320	1	320	0.0	642
fig|1773.30303.peg.3450	UniRef90_A0A7Z7N8M4	94.953	317	16	0	3	319	1	317	0.0	603
fig|1773.30303.peg.3450	UniRef90_A0A1V3XWT3	91.875	320	26	0	1	320	1	320	0.0	595
fig|1773.30303.peg.3450	UniRef90_A0A7U6EN38	93.354	316	21	0	1	316	1	316	0.0	594
fig|1773.30303.peg.3450	UniRef90_A0A498PSA8	91.562	320	27	0	1	320	1	320	0.0	591
fig|1773.30303.peg.3451	UniRef90_A0A1R3Y3I7	100.000	160	0	0	1	160	1	160	1.40e-109	317
fig|1773.30303.peg.3451	UniRef90_UPI0004657A19	99.242	132	1	0	29	160	1	132	1.97e-89	265
fig|1773.30303.peg.3451	UniRef90_A0A1X2M1Z0	87.500	160	20	0	1	160	1	160	1.96e-87	261
fig|1773.30303.peg.3451	UniRef90_A0A1X2F6X8	80.000	160	32	0	1	160	1	160	3.21e-86	258
fig|1773.30303.peg.3451	UniRef90_A0A1X1X7W8	78.750	160	34	0	1	160	1	160	1.49e-84	254
fig|1773.30303.peg.3452	UniRef90_A0A654U184	100.000	81	0	0	1	81	79	159	1.07e-48	160
fig|1773.30303.peg.3452	UniRef90_UPI0013D432B7	97.531	81	2	0	1	81	23	103	5.06e-48	156
fig|1773.30303.peg.3452	UniRef90_A0A2I7WBR3	98.765	81	1	0	1	81	151	231	4.76e-47	158
fig|1773.30303.peg.3452	UniRef90_G0THD9	100.000	81	0	0	1	81	239	319	5.23e-47	160
fig|1773.30303.peg.3452	UniRef90_A0A1X2M0M8	83.750	80	13	0	2	81	233	312	6.84e-36	132
fig|1773.30303.peg.3453	UniRef90_G0THD9	100.000	79	0	0	1	79	101	179	3.15e-44	156
fig|1773.30303.peg.3453	UniRef90_A0A2I7WBR3	100.000	77	0	0	1	77	13	89	5.66e-44	153
fig|1773.30303.peg.3453	UniRef90_A0A1X2M0M8	67.089	79	25	1	1	79	95	172	4.83e-22	98.6
fig|1773.30303.peg.3453	UniRef90_A0A7I7NF26	52.564	78	36	1	1	77	97	174	9.71e-15	79.3
fig|1773.30303.peg.3453	UniRef90_A0A0E4CMB7	48.101	79	40	1	1	79	94	171	2.87e-14	77.8
fig|1773.30303.peg.3454	UniRef90_G0THD9	97.647	85	2	0	1	85	1	85	5.66e-44	154
